Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
At2g32750,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32765,GO:0016925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32810,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32820,GO:0006414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32840,GO:0007049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32885,GO:0019722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32910,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49100,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32960,GO:0035335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32970,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33010,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33040,GO:0015986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33090,GO:0006414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49070,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49032,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33170,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33175,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33180,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48960,GO:0006950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33680,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32580,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48750,GO:0006869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34315,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34350,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34355,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34357,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34360,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34370,GO:0042538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48780,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34530,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34540,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34560,GO:0031122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34580,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34610,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33690,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48740,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48730,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48700,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48660,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48640,GO:0006865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34740,GO:0006470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34750,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34800,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48610,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34910,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48580,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34310,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34300,GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34280,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34270,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48950,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33705,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33780,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33796,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48900,GO:0006614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33830,GO:0007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33840,GO:0006438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33845,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33850,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33855,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48880,GO:0071554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g33990,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34050,GO:0033615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34070,GO:0071554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34080,GO:0051603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34100,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34110,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48820,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34160,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34190,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48800,GO:0016114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34230,GO:0010951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34250,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32600,GO:0000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32560,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47520,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31010,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30840,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49660,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49650,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30890,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30900,GO:0071554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30925,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30930,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30933,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30940,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49630,GO:0016485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30985,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31020,GO:0006869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49440,GO:0043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31030,GO:0006869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31035,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31040,GO:0033614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31130,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49580,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31200,GO:0030042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49510,GO:0009658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31215,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49500,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49490,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31240,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30830,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30820,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30810,GO:0009740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30800,GO:0006396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30300,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30310,GO:0016042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30340,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30380,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30390,GO:0006783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49730,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30430,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30480,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49680,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30505,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30550,GO:0016042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30560,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30615,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30620,GO:0006334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30630,GO:0016310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30670,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30680,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30700,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30720,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30730,GO:0018108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30760,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30766,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30790,GO:0015979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49450,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31345,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32500,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49230,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31990,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32000,GO:0006265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49245,GO:0006457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32050,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32060,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32140,GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32150,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32170,GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32180,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32220,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32235,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32270,GO:0071577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31350,GO:0019243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32275,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49220,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32310,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49210,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32380,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49200,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32415,GO:0090305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32430,GO:0006486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49170,GO:0016310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32470,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g32487,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31985,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31955,GO:0006777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31945,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31940,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31425,GO:0043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31432,GO:0043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31490,GO:0009853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49410,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31530,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31540,GO:0016042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31550,GO:0016042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31560,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49400,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31590,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31700,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31710,GO:0070072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31725,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31740,GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49380,GO:0017004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49360,GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31830,GO:0046856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31850,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31865,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49320,GO:0048316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49310,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g31900,GO:0030048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g49290,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48560,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34930,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34960,GO:0003333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37790,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37610,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47900,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37660,GO:0042742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37670,GO:0023014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47820,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47813,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37740,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37750,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47810,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47800,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37780,GO:0098869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37810,GO:0098869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47765,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37820,GO:0098869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47790,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37890,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37920,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37925,GO:0035434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37930,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37950,GO:0009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37960,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37970,GO:0010017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38010,GO:0006665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47786,GO:0002084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37600,GO:0002181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37570,GO:0042538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37560,GO:0006260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37510,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37070,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37080,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37100,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47980,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47970,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47960,GO:0043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37195,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37210,GO:0009691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47940,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37230,GO:0009409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47930,GO:0023014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47920,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37310,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37370,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37400,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37410,GO:0030150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37420,GO:0007018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47915,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37435,GO:0010951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37440,GO:0046856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37470,GO:0006334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37480,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37490,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38060,GO:0098656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38100,GO:0006810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34970,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38823,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38640,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47603,GO:0006810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38670,GO:0006646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38680,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38710,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38740,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47590,GO:0006810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38770,GO:0000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38780,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38790,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38820,GO:0006353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38826,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38130,GO:0006474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38950,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38980,GO:1903424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38995,GO:0019432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39000,GO:0006474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39020,GO:0006591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39110,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39130,GO:0003333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47530,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39160,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39170,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39180,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38630,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38610,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38580,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38570,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47740,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38160,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38180,GO:0016042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38195,GO:0007067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38220,GO:0007067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38240,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38330,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g47710,GO:0010951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
